SERIE_NAME,END_DATE,START_DATE,SERIE_CODE,DATAGROUP_CODE,FREQUENCY_STR
I.J.1.TASFİYE OLUNACAK TÜKETİCİ KREDİLERI (TL+YP)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L117,bie_bftukkre,HAFTALIK(CUMA)
I.J.1.a.Konut(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L118,bie_bftukkre,HAFTALIK(CUMA)
I.J.1.aa.Konut Finansmanı (Bilgi için)(Bin TL),1/11/2019,10/12/2007,TP.BFTUKKRE.L119,bie_bftukkre,HAFTALIK(CUMA)
I.J.1.b.Taşıt(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L120,bie_bftukkre,HAFTALIK(CUMA)
I.J.1.c.Diğer(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L121,bie_bftukkre,HAFTALIK(CUMA)
I.J.2.TASFİYE OLUNACAK TÜKETİCİ KREDİLERI (Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L122,bie_bftukkre,HAFTALIK(CUMA)
I.J.2.a.KONUT(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L123,bie_bftukkre,HAFTALIK(CUMA)
I.J.2.aa.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L124,bie_bftukkre,HAFTALIK(CUMA)
I.J.2.ab.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L125,bie_bftukkre,HAFTALIK(CUMA)
I.J.2.ac.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L126,bie_bftukkre,HAFTALIK(CUMA)
I.J.2.b.TASIT(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L127,bie_bftukkre,HAFTALIK(CUMA)
I.J.2.ba.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L128,bie_bftukkre,HAFTALIK(CUMA)
I.J.2.bb.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L129,bie_bftukkre,HAFTALIK(CUMA)
I.J.2.bc.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L130,bie_bftukkre,HAFTALIK(CUMA)
I.J.2.c.DİĞER(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L131,bie_bftukkre,HAFTALIK(CUMA)
I.J.2.ca.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L132,bie_bftukkre,HAFTALIK(CUMA)
I.J.2.cb.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L133,bie_bftukkre,HAFTALIK(CUMA)
I.J.2.cc.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L134,bie_bftukkre,HAFTALIK(CUMA)
I.K.TASFİYE OLUNACAK TAKSİTLİ TİCARİ KREDİLER(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L135,bie_bftukkre,HAFTALIK(CUMA)
I.K.1.TASFİYE OLUNACAK TAKSİTLİ TİCARİ KREDİLER TL(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L136,bie_bftukkre,HAFTALIK(CUMA)
I.K.1.a.İş yeri(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L137,bie_bftukkre,HAFTALIK(CUMA)
I.K.1.b.Taşıt(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L138,bie_bftukkre,HAFTALIK(CUMA)
I.K.1.c.Diğer(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L139,bie_bftukkre,HAFTALIK(CUMA)
I.K.2.TASFİYE OLUNACAK TAKSİTLİ TİCARİ KREDİLER YP(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L140,bie_bftukkre,HAFTALIK(CUMA)
I.K.2.a.İş yeri(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L141,bie_bftukkre,HAFTALIK(CUMA)
I.K.2.b.Taşıt(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L142,bie_bftukkre,HAFTALIK(CUMA)
I.K.2.c.Diğer(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L143,bie_bftukkre,HAFTALIK(CUMA)
I.K.3.TASFİYE OLUNACAK TAKSİTLİ TİCARİ KREDİLER TL (Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L144,bie_bftukkre,HAFTALIK(CUMA)
I.K.3.a.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L145,bie_bftukkre,HAFTALIK(CUMA)
I.K.3.b.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L146,bie_bftukkre,HAFTALIK(CUMA)
I.K.3.c.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L147,bie_bftukkre,HAFTALIK(CUMA)
I.K.4.TASFİYE OLUNACAK TAKSİTLİ TİCARİ KREDİLER YP (Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L148,bie_bftukkre,HAFTALIK(CUMA)
I.K.4.a.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L149,bie_bftukkre,HAFTALIK(CUMA)
I.K.4.b.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L150,bie_bftukkre,HAFTALIK(CUMA)
I.K.4.c.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L151,bie_bftukkre,HAFTALIK(CUMA)
I.L.1.TASFİYE OLUNACAK KREDİ KARTLARI (Bireysel + Kurumsal)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L152,bie_bftukkre,HAFTALIK(CUMA)
I.L.1.a.Taksitli(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L153,bie_bftukkre,HAFTALIK(CUMA)
I.L.1.b.Taksitsiz(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L154,bie_bftukkre,HAFTALIK(CUMA)
I.L.2.TASFİYE OLUNACAK BİREYSEL KREDİ KARTLARI(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L155,bie_bftukkre,HAFTALIK(CUMA)
I.L.2.a.TL(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L156,bie_bftukkre,HAFTALIK(CUMA)
I.L.2.aa.Taksitli(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L157,bie_bftukkre,HAFTALIK(CUMA)
I.L.2.ab.Taksitsiz(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L158,bie_bftukkre,HAFTALIK(CUMA)
I.L.2.b.YP(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L159,bie_bftukkre,HAFTALIK(CUMA)
I.L.2.ba.Taksitli(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L160,bie_bftukkre,HAFTALIK(CUMA)
I.L.2.bb.Taksitsiz(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L161,bie_bftukkre,HAFTALIK(CUMA)
I.L.3.TASFİYE OLUNACAK TÜKETİCİ KREDİLERI VE BİREYSEL KREDİ KARTLARI(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L162,bie_bftukkre,HAFTALIK(CUMA)
I.L.4.TASFİYE OLUNACAK BİREYSEL KREDİ KARTLARI (Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L163,bie_bftukkre,HAFTALIK(CUMA)
I.L.4.a.TL(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L164,bie_bftukkre,HAFTALIK(CUMA)
I.L.4.aa.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L165,bie_bftukkre,HAFTALIK(CUMA)
I.L.4.ab.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L166,bie_bftukkre,HAFTALIK(CUMA)
I.L.4.ac.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L167,bie_bftukkre,HAFTALIK(CUMA)
I.L.4.b.YP(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L168,bie_bftukkre,HAFTALIK(CUMA)
I.L.4.ba.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L169,bie_bftukkre,HAFTALIK(CUMA)
I.L.4.bb.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L170,bie_bftukkre,HAFTALIK(CUMA)
I.L.4.bc.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L171,bie_bftukkre,HAFTALIK(CUMA)
I.L.5.TASFİYE OLUNACAK KURUMSAL KREDİ KARTLARI(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L172,bie_bftukkre,HAFTALIK(CUMA)
I.L.5.a.TL(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L173,bie_bftukkre,HAFTALIK(CUMA)
I.L.5.aa.Taksitli(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L174,bie_bftukkre,HAFTALIK(CUMA)
I.L.5.ab.Taksitsiz(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L175,bie_bftukkre,HAFTALIK(CUMA)
I.L.5.b.YP(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L176,bie_bftukkre,HAFTALIK(CUMA)
I.L.5.ba.Taksitli(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L177,bie_bftukkre,HAFTALIK(CUMA)
I.L.5.bb.Taksitsiz(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L178,bie_bftukkre,HAFTALIK(CUMA)
I.L.6.TASFİYE OLUNACAK TAKSİTLİ TİCARİ KREDİLER VE KURUMSAL KREDİ KARTLARI(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L179,bie_bftukkre,HAFTALIK(CUMA)
I.L.7.TASFİYE OLUNACAK KURUMSAL KREDİ KARTLARI (Banka Gruplarına Göre)(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L180,bie_bftukkre,HAFTALIK(CUMA)
I.L.7.a.TL(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L181,bie_bftukkre,HAFTALIK(CUMA)
I.L.7.aa.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L182,bie_bftukkre,HAFTALIK(CUMA)
I.L.7.ab.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L183,bie_bftukkre,HAFTALIK(CUMA)
I.L.7.ac.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L184,bie_bftukkre,HAFTALIK(CUMA)
I.L.7.b.YP(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L185,bie_bftukkre,HAFTALIK(CUMA)
I.L.7.ba.Kamu Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L186,bie_bftukkre,HAFTALIK(CUMA)
I.L.7.bb.Özel Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L187,bie_bftukkre,HAFTALIK(CUMA)
I.L.7.bc.Yabancı Mevduat Bankaları(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L188,bie_bftukkre,HAFTALIK(CUMA)
I.L.8.TMSF'na DEVROLUNAN BİREYSEL TAKİPLİ ALCAKLAR(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L189,bie_bftukkre,HAFTALIK(CUMA)
I.L.8.a.TL(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L190,bie_bftukkre,HAFTALIK(CUMA)
I.L.8.b.YP(Bin TL),1/11/2019,12/30/2005,TP.BFTUKKRE.L191,bie_bftukkre,HAFTALIK(CUMA)
II.KALKINMA VE YATIRIM BANKALARI(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L192,bie_bftukkre,HAFTALIK(CUMA)
II.A.TÜKETİCİ KREDİLERİ (TL+YP)(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L193,bie_bftukkre,HAFTALIK(CUMA)
II.A.1.Konut(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L194,bie_bftukkre,HAFTALIK(CUMA)
II.A.1.a.Konut Finansmanı (Bilgi için)(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L195,bie_bftukkre,HAFTALIK(CUMA)
II.A.2.Taşıt(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L196,bie_bftukkre,HAFTALIK(CUMA)
II.A.3.Diğer(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L197,bie_bftukkre,HAFTALIK(CUMA)
II.B.DÖVİZE ENDEKSLİ (Bilgi için)(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L198,bie_bftukkre,HAFTALIK(CUMA)
II.B.1.Konut(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L199,bie_bftukkre,HAFTALIK(CUMA)
II.B.1.a.Konut Finansmanı (Bilgi için)(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L200,bie_bftukkre,HAFTALIK(CUMA)
II.B.2.Taşıt(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L201,bie_bftukkre,HAFTALIK(CUMA)
II.B.3.Diğer(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L202,bie_bftukkre,HAFTALIK(CUMA)
II.C.TAKSİTLİ TİCARİ KREDİLER (TL + YP)(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L203,bie_bftukkre,HAFTALIK(CUMA)
II.C.a.İş yeri(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L204,bie_bftukkre,HAFTALIK(CUMA)
II.C.b.Taşıt(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L205,bie_bftukkre,HAFTALIK(CUMA)
II.C.c.Diğer(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L206,bie_bftukkre,HAFTALIK(CUMA)
II.C.1.TAKSİTLİ TİCARİ KREDİLER TL(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L207,bie_bftukkre,HAFTALIK(CUMA)
II.C.1.a.İş yeri(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L208,bie_bftukkre,HAFTALIK(CUMA)
II.C.1.b.Taşıt(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L209,bie_bftukkre,HAFTALIK(CUMA)
II.C.1.c.Diğer(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L210,bie_bftukkre,HAFTALIK(CUMA)
II.C.2.DÖVİZE ENDEKSLİ (Bilgi için)(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L211,bie_bftukkre,HAFTALIK(CUMA)
II.C.2.a.İş yeri(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L212,bie_bftukkre,HAFTALIK(CUMA)
II.C.2.b.Taşıt(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L213,bie_bftukkre,HAFTALIK(CUMA)
II.C.2.c.Diğer(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L214,bie_bftukkre,HAFTALIK(CUMA)
II.C.3.TAKSİTLİ TİCARİ KREDİLER YP(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L215,bie_bftukkre,HAFTALIK(CUMA)
II.C.3.a.Is yeri(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L216,bie_bftukkre,HAFTALIK(CUMA)
II.C.3.b.Taşıt(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L217,bie_bftukkre,HAFTALIK(CUMA)
II.C.3.c.Diğer(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L218,bie_bftukkre,HAFTALIK(CUMA)
II.D.TASFİYE OLUNACAK TÜKETİCİ KREDİLER(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L219,bie_bftukkre,HAFTALIK(CUMA)
II.D.1.Konut(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L220,bie_bftukkre,HAFTALIK(CUMA)
II.D.1.a.Konut Finansmanı (Bilgi için)(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L221,bie_bftukkre,HAFTALIK(CUMA)
II.D.2.Taşıt(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L222,bie_bftukkre,HAFTALIK(CUMA)
II.D.3.Diğer(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L223,bie_bftukkre,HAFTALIK(CUMA)
II.E.TASFİYE OLUNACAK TAKSİTLİ TİCARİ KREDİLER(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L224,bie_bftukkre,HAFTALIK(CUMA)
II.E.1.TASFİYE OLUNACAK TAKSİTLİ TİCARİ KREDİLER TL(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L225,bie_bftukkre,HAFTALIK(CUMA)
II.E.1.a.İş yeri(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L226,bie_bftukkre,HAFTALIK(CUMA)
II.E.1.b.Taşıt(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L227,bie_bftukkre,HAFTALIK(CUMA)
II.E.1.c.Diğer(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L228,bie_bftukkre,HAFTALIK(CUMA)
II.E.2.TASFİYE OLUNACAK TAKSİTLİ TİCARİ KREDİLER YP(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L229,bie_bftukkre,HAFTALIK(CUMA)
II.E.2.a.İş yeri(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L230,bie_bftukkre,HAFTALIK(CUMA)
II.E.2.b.Taşıt(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L231,bie_bftukkre,HAFTALIK(CUMA)
II.E.2.c.Diğer(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L232,bie_bftukkre,HAFTALIK(CUMA)
III.KATILIM BANKALARI(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L233,bie_bftukkre,HAFTALIK(CUMA)
III.A.TÜKETİCİ KREDİLERİ (TL+YP)(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L234,bie_bftukkre,HAFTALIK(CUMA)
III.A.1.Konut(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L235,bie_bftukkre,HAFTALIK(CUMA)
III.A.1.a.Konut Finansmanı (Bilgi için)(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L236,bie_bftukkre,HAFTALIK(CUMA)
III.A.2.Taşıt(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L237,bie_bftukkre,HAFTALIK(CUMA)
III.A.3.Diğer(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L238,bie_bftukkre,HAFTALIK(CUMA)
III.B.DÖVİZE ENDEKSLİ (Bilgi için)(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L239,bie_bftukkre,HAFTALIK(CUMA)
III.B.1.Konut(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L240,bie_bftukkre,HAFTALIK(CUMA)
III.B.1.a.Konut Finansmanı (Bilgi için)(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L241,bie_bftukkre,HAFTALIK(CUMA)
III.B.2.Taşıt(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L242,bie_bftukkre,HAFTALIK(CUMA)
III.B.3.Diğer(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L243,bie_bftukkre,HAFTALIK(CUMA)
III.C.1.TAKSİTLİ TİCARİ KREDİLER (TL + YP)(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L244,bie_bftukkre,HAFTALIK(CUMA)
III.C.1.a.Is yeri(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L245,bie_bftukkre,HAFTALIK(CUMA)
III.C.1.b.Taşıt(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L246,bie_bftukkre,HAFTALIK(CUMA)
III.C.1.c.Diğer(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L247,bie_bftukkre,HAFTALIK(CUMA)
III.C.2.TAKSİTLİ TİCARİ KREDİLER TL(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L248,bie_bftukkre,HAFTALIK(CUMA)
III.C.2.a.İş yeri(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L249,bie_bftukkre,HAFTALIK(CUMA)
III.C.2.b.Taşıt(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L250,bie_bftukkre,HAFTALIK(CUMA)
III.C.2.c.Diğer(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L251,bie_bftukkre,HAFTALIK(CUMA)
III.C.3.DÖVİZE ENDEKSLİ (Bilgi için)(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L252,bie_bftukkre,HAFTALIK(CUMA)
III.C.3.a.İş yeri(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L253,bie_bftukkre,HAFTALIK(CUMA)
III.C.3.b.Taşıt(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L254,bie_bftukkre,HAFTALIK(CUMA)
III.C.3.c.Diğer(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L255,bie_bftukkre,HAFTALIK(CUMA)
III.C.4.TAKSİTLİ TİCARİ KREDİLER YP(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L256,bie_bftukkre,HAFTALIK(CUMA)
III.C.4.a.İş yeri(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L257,bie_bftukkre,HAFTALIK(CUMA)
III.C.4.b.Taşıt(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L258,bie_bftukkre,HAFTALIK(CUMA)
III.C.4.c.Diğer(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L259,bie_bftukkre,HAFTALIK(CUMA)
III.D.KREDİ KARTLARI (Bireysel + Kurumsal)(TL+YP)(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L260,bie_bftukkre,HAFTALIK(CUMA)
III.D.1.Taksitli(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L261,bie_bftukkre,HAFTALIK(CUMA)
III.D.2.Taksitsiz(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L262,bie_bftukkre,HAFTALIK(CUMA)
III.E.BİREYSEL KREDİ KARTLARI(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L263,bie_bftukkre,HAFTALIK(CUMA)
III.E.1.TL(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L264,bie_bftukkre,HAFTALIK(CUMA)
III.E.1.a.Taksitli(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L265,bie_bftukkre,HAFTALIK(CUMA)
III.E.1.b.Taksitsiz(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L266,bie_bftukkre,HAFTALIK(CUMA)
III.E.2.YP(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L267,bie_bftukkre,HAFTALIK(CUMA)
III.E.2.a.Taksitli(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L268,bie_bftukkre,HAFTALIK(CUMA)
III.E.2.b.Taksitsiz(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L269,bie_bftukkre,HAFTALIK(CUMA)
III.F.KURUMSAL KREDİ KARTLARI(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L270,bie_bftukkre,HAFTALIK(CUMA)
III.F.1.TL(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L271,bie_bftukkre,HAFTALIK(CUMA)
III.F.1.a.Taksitli(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L272,bie_bftukkre,HAFTALIK(CUMA)
III.F.1.b.Taksitsiz(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L273,bie_bftukkre,HAFTALIK(CUMA)
III.F.2.YP(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L274,bie_bftukkre,HAFTALIK(CUMA)
III.F.2.a.Taksitli(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L275,bie_bftukkre,HAFTALIK(CUMA)
III.F.2.b.Taksitsiz(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L276,bie_bftukkre,HAFTALIK(CUMA)
III.G.TASFİYE OLUNACAK TÜKETİCİ KREDİLERİ(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L277,bie_bftukkre,HAFTALIK(CUMA)
III.G.1.TL(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L278,bie_bftukkre,HAFTALIK(CUMA)
III.G.2.YP(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L279,bie_bftukkre,HAFTALIK(CUMA)
III.H.TASFİYE OLUNACAK TAKSİTLİ TİCARİ KREDİLER(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L280,bie_bftukkre,HAFTALIK(CUMA)
III.H.1.TL(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L281,bie_bftukkre,HAFTALIK(CUMA)
III.H.2.YP(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L282,bie_bftukkre,HAFTALIK(CUMA)
III.I.TASFİYE OLUNACAK KREDİ KARTLARI (Bireysel + Kurumsal)(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L283,bie_bftukkre,HAFTALIK(CUMA)
III.I.1.TASFİYE OLUNACAK BİREYSEL KREDİ KARTLARI(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L284,bie_bftukkre,HAFTALIK(CUMA)
III.I.1.a.TL(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L285,bie_bftukkre,HAFTALIK(CUMA)
III.I.1.b.YP(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L286,bie_bftukkre,HAFTALIK(CUMA)
III.I.2.TASFİYE OLUNACAK KURUMSAL KREDİ KARTLARI(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L287,bie_bftukkre,HAFTALIK(CUMA)
III.I.2.a.TL(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L288,bie_bftukkre,HAFTALIK(CUMA)
III.I.2.b.YP(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L289,bie_bftukkre,HAFTALIK(CUMA)
IV.FİNANSMAN ŞİRKETLERİ(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L290,bie_bftukkre,HAFTALIK(CUMA)
IV.A.TÜKETİCİ KREDİLERİ(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L291,bie_bftukkre,HAFTALIK(CUMA)
IV.A.1.Konut(Bin TL),1/11/2019,1/15/2010,TP.BFTUKKRE.L292,bie_bftukkre,HAFTALIK(CUMA)
