SERIE_NAME,END_DATE,START_DATE,SERIE_CODE,DATAGROUP_CODE,FREQUENCY_STR
2Ab.Bankadışı Kesim (Diğer Mali Sektörce İhraç Edilenler)Vadesi 0-12 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD04.V.TRY.E0V12AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab.Bankadışı Kesim (Diğer Mali Sektörce İhraç Edilenler)Vadesi 13-18 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD04.V.TRY.F13V18AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab.Bankadışı Kesim (Diğer Mali Sektörce İhraç Edilenler)Vadesi 19-24 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD04.V.TRY.G19V24AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab.Bankadışı Kesim (Diğer Mali Sektörce İhraç Edilenler)Vadesi 0-24 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD04.V.TRY.H0V24AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab.Bankadışı Kesim (Diğer Mali Sektörce İhraç Edilenler)Vadesi 24 aydan sonra dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD04.V.TRY.J24KAY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab.Bankadışı Kesim (Diğer Mali Sektörce İhraç Edilenler)Vadeler (0 24 ay arası) Toplamı(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD04.V.TRY.KTOPLAM1,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2015 yılında dolacak olanlar(TL)(Milyon TL),1/1/2016,1/2/2015,TP.OSYIBSD05.V.TRY.2015,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2016 yılında dolacak olanlar(TL)(Milyon TL),12/30/2016,1/2/2015,TP.OSYIBSD05.V.TRY.2016,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2017 yılında dolacak olanlar(TL)(Milyon TL),12/29/2017,1/2/2015,TP.OSYIBSD05.V.TRY.2017,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2018 yılında dolacak olanlar(TL)(Milyon TL),1/4/2019,1/2/2015,TP.OSYIBSD05.V.TRY.2018,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2019 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD05.V.TRY.2019,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2020 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD05.V.TRY.2020,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2021 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD05.V.TRY.2021,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2022 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD05.V.TRY.2022,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2023 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD05.V.TRY.2023,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2024 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD05.V.TRY.2024,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2025 yılında dolacak olanlar(TL)(Milyon TL),9/21/2018,10/16/2015,TP.OSYIBSD05.V.TRY.2025,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 0-3 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD05.V.TRY.A0V3AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 4-6 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD05.V.TRY.B4V6AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 7-9 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD05.V.TRY.C7V9AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 10-12 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD05.V.TRY.D10V12AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 0-12 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD05.V.TRY.E0V12AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 13-18 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD05.V.TRY.F13V18AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 19-24 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD05.V.TRY.G19V24AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 0-24 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD05.V.TRY.H0V24AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadesi 24 aydan sonra dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD05.V.TRY.J24KAY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab1.Yatırım Fonları (Diğer Mali Sektörce İhraç Edilenler)Vadeler (0 24 ay arası) Toplamı(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD05.V.TRY.KTOPLAM1,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2015 yılında dolacak olanlar(TL)(Milyon TL),1/1/2016,1/2/2015,TP.OSYIBSD06.V.TRY.2015,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2016 yılında dolacak olanlar(TL)(Milyon TL),12/30/2016,1/2/2015,TP.OSYIBSD06.V.TRY.2016,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2017 yılında dolacak olanlar(TL)(Milyon TL),12/29/2017,1/2/2015,TP.OSYIBSD06.V.TRY.2017,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2018 yılında dolacak olanlar(TL)(Milyon TL),1/4/2019,1/2/2015,TP.OSYIBSD06.V.TRY.2018,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2019 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD06.V.TRY.2019,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2020 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD06.V.TRY.2020,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2021 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD06.V.TRY.2021,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2022 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD06.V.TRY.2022,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2023 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD06.V.TRY.2023,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2024 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD06.V.TRY.2024,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2025 yılında dolacak olanlar(TL)(Milyon TL),9/21/2018,10/16/2015,TP.OSYIBSD06.V.TRY.2025,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 0-3 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD06.V.TRY.A0V3AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 4-6 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD06.V.TRY.B4V6AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 7-9 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD06.V.TRY.C7V9AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 10-12 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD06.V.TRY.D10V12AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 0-12 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD06.V.TRY.E0V12AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 13-18 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD06.V.TRY.F13V18AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 19-24 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD06.V.TRY.G19V24AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 0-24 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD06.V.TRY.H0V24AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadesi 24 aydan sonra dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD06.V.TRY.J24KAY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab2.Aracı Kurumlar (Diğer Mali Sektörce İhraç Edilenler)Vadeler (0 24 ay arası) Toplamı(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD06.V.TRY.KTOPLAM1,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2015 yılında dolacak olanlar(TL)(Milyon TL),1/1/2016,1/2/2015,TP.OSYIBSD07.V.TRY.2015,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2016 yılında dolacak olanlar(TL)(Milyon TL),12/30/2016,1/2/2015,TP.OSYIBSD07.V.TRY.2016,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2017 yılında dolacak olanlar(TL)(Milyon TL),12/29/2017,1/2/2015,TP.OSYIBSD07.V.TRY.2017,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2018 yılında dolacak olanlar(TL)(Milyon TL),1/4/2019,1/2/2015,TP.OSYIBSD07.V.TRY.2018,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2019 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD07.V.TRY.2019,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2020 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD07.V.TRY.2020,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2021 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD07.V.TRY.2021,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2022 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD07.V.TRY.2022,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2023 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD07.V.TRY.2023,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2024 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD07.V.TRY.2024,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2025 yılında dolacak olanlar(TL)(Milyon TL),9/21/2018,10/16/2015,TP.OSYIBSD07.V.TRY.2025,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 0-3 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD07.V.TRY.A0V3AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 4-6 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD07.V.TRY.B4V6AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 7-9 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD07.V.TRY.C7V9AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 10-12 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD07.V.TRY.D10V12AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 0-12 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD07.V.TRY.E0V12AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 13-18 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD07.V.TRY.F13V18AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 19-24 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD07.V.TRY.G19V24AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 0-24 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD07.V.TRY.H0V24AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadesi 24 aydan sonra dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD07.V.TRY.J24KAY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab3.Emeklilik ve Sigorta Şirketleri (Diğer Mali Sektörce İhraç Edilenler)Vadeler (0 24 ay arası) Toplamı(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD07.V.TRY.KTOPLAM1,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2015 yılında dolacak olanlar(TL)(Milyon TL),1/1/2016,1/2/2015,TP.OSYIBSD08.V.TRY.2015,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2016 yılında dolacak olanlar(TL)(Milyon TL),12/30/2016,1/2/2015,TP.OSYIBSD08.V.TRY.2016,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2017 yılında dolacak olanlar(TL)(Milyon TL),12/29/2017,1/2/2015,TP.OSYIBSD08.V.TRY.2017,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2018 yılında dolacak olanlar(TL)(Milyon TL),1/4/2019,1/2/2015,TP.OSYIBSD08.V.TRY.2018,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2019 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD08.V.TRY.2019,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2020 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD08.V.TRY.2020,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2021 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD08.V.TRY.2021,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2022 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD08.V.TRY.2022,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2023 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD08.V.TRY.2023,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2024 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD08.V.TRY.2024,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2025 yılında dolacak olanlar(TL)(Milyon TL),9/21/2018,10/16/2015,TP.OSYIBSD08.V.TRY.2025,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 0-3 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD08.V.TRY.A0V3AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 4-6 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD08.V.TRY.B4V6AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 7-9 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD08.V.TRY.C7V9AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 10-12 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD08.V.TRY.D10V12AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 0-12 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD08.V.TRY.E0V12AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 13-18 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD08.V.TRY.F13V18AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 19-24 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD08.V.TRY.G19V24AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 0-24 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD08.V.TRY.H0V24AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadesi 24 aydan sonra dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD08.V.TRY.J24KAY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab4.Gerçek Kişiler (Diğer Mali Sektörce İhraç Edilenler)Vadeler (0 24 ay arası) Toplamı(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD08.V.TRY.KTOPLAM1,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab5.Diğer (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2015 yılında dolacak olanlar(TL)(Milyon TL),1/1/2016,1/2/2015,TP.OSYIBSD09.V.TRY.2015,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab5.Diğer (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2016 yılında dolacak olanlar(TL)(Milyon TL),12/30/2016,1/2/2015,TP.OSYIBSD09.V.TRY.2016,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab5.Diğer (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2017 yılında dolacak olanlar(TL)(Milyon TL),12/29/2017,1/2/2015,TP.OSYIBSD09.V.TRY.2017,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab5.Diğer (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2018 yılında dolacak olanlar(TL)(Milyon TL),1/4/2019,1/2/2015,TP.OSYIBSD09.V.TRY.2018,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab5.Diğer (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2019 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD09.V.TRY.2019,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab5.Diğer (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2020 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD09.V.TRY.2020,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab5.Diğer (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2021 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD09.V.TRY.2021,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab5.Diğer (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2022 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD09.V.TRY.2022,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab5.Diğer (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2023 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD09.V.TRY.2023,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab5.Diğer (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2024 yılında dolacak olanlar(TL)(Milyon TL),1/11/2019,7/24/2015,TP.OSYIBSD09.V.TRY.2024,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab5.Diğer (Diğer Mali Sektörce İhraç Edilenler)Vadesi 2025 yılında dolacak olanlar(TL)(Milyon TL),9/21/2018,10/16/2015,TP.OSYIBSD09.V.TRY.2025,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab5.Diğer (Diğer Mali Sektörce İhraç Edilenler)Vadesi 0-3 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD09.V.TRY.A0V3AY,bie_yyoibsvt,HAFTALIK(CUMA)
2Ab5.Diğer (Diğer Mali Sektörce İhraç Edilenler)Vadesi 4-6 ay arasında dolacak olanlar.(TL)(Milyon TL),1/11/2019,1/2/2015,TP.OSYIBSD09.V.TRY.B4V6AY,bie_yyoibsvt,HAFTALIK(CUMA)
